"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","POP","TOT","AGRWTH","A","1951",2.97113233154413,
"AUS","POP","TOT","AGRWTH","A","1952",2.55055392616693,
"AUS","POP","TOT","AGRWTH","A","1953",2.07028310079315,
"AUS","POP","TOT","AGRWTH","A","1954",1.94207797806087,
"AUS","POP","TOT","AGRWTH","A","1955",2.37244756022923,
"AUS","POP","TOT","AGRWTH","A","1956",2.4544278617781,
"AUS","POP","TOT","AGRWTH","A","1957",2.27786324332927,
"AUS","POP","TOT","AGRWTH","A","1958",2.09746685753408,
"AUS","POP","TOT","AGRWTH","A","1959",2.1742664390799,
"AUS","POP","TOT","AGRWTH","A","1960",2.17374010580327,
"AUS","POP","TOT","AGRWTH","A","1961",2.26958637469586,
"AUS","POP","TOT","AGRWTH","A","1962",1.82999942901734,
"AUS","POP","TOT","AGRWTH","A","1963",1.92888182795197,
"AUS","POP","TOT","AGRWTH","A","1964",1.96847866946612,
"AUS","POP","TOT","AGRWTH","A","1965",1.97183858437635,
"AUS","POP","TOT","AGRWTH","A","1966",2.28022467352679,
"AUS","POP","TOT","AGRWTH","A","1967",1.72059170146846,
"AUS","POP","TOT","AGRWTH","A","1968",1.77604555203381,
"AUS","POP","TOT","AGRWTH","A","1969",2.11830070611689,
"AUS","POP","TOT","AGRWTH","A","1970",1.99245470974754,
"AUS","POP","TOT","AGRWTH","A","1971",4.4766960608519,
"AUS","POP","TOT","AGRWTH","A","1972",1.80909318055461,
"AUS","POP","TOT","AGRWTH","A","1973",1.50991486255215,
"AUS","POP","TOT","AGRWTH","A","1974",1.61451654251334,
"AUS","POP","TOT","AGRWTH","A","1975",1.24192470929828,
"AUS","POP","TOT","AGRWTH","A","1976",1.00833549569405,
"AUS","POP","TOT","AGRWTH","A","1977",1.13411286742906,
"AUS","POP","TOT","AGRWTH","A","1978",1.17684784509613,
"AUS","POP","TOT","AGRWTH","A","1979",1.08970834489672,
"AUS","POP","TOT","AGRWTH","A","1980",1.23746454621742,
"AUS","POP","TOT","AGRWTH","A","1981",1.55085729124221,
"AUS","POP","TOT","AGRWTH","A","1982",1.74886050367011,
"AUS","POP","TOT","AGRWTH","A","1983",1.3779083019395,
"AUS","POP","TOT","AGRWTH","A","1984",1.20777820624223,
"AUS","POP","TOT","AGRWTH","A","1985",1.34100877242249,
"AUS","POP","TOT","AGRWTH","A","1986",1.45701453074908,
"AUS","POP","TOT","AGRWTH","A","1987",1.53276710772333,
"AUS","POP","TOT","AGRWTH","A","1988",1.64960697555822,
"AUS","POP","TOT","AGRWTH","A","1989",1.70729010430818,
"AUS","POP","TOT","AGRWTH","A","1990",1.49105386711022,
"AUS","POP","TOT","AGRWTH","A","1991",1.28277971310851,
"AUS","POP","TOT","AGRWTH","A","1992",1.12588865239577,
"AUS","POP","TOT","AGRWTH","A","1993",0.893507988467063,
"AUS","POP","TOT","AGRWTH","A","1994",0.96774515492315,
"AUS","POP","TOT","AGRWTH","A","1995",1.11995932934759,
"AUS","POP","TOT","AGRWTH","A","1996",1.22125210262417,
"AUS","POP","TOT","AGRWTH","A","1997",1.08791514316754,
"AUS","POP","TOT","AGRWTH","A","1998",1.00171866343209,
"AUS","POP","TOT","AGRWTH","A","1999",1.09998159890075,
"AUS","POP","TOT","AGRWTH","A","2000",1.15104699785204,
"AUS","POP","TOT","AGRWTH","A","2001",1.2922463537116,
"AUS","POP","TOT","AGRWTH","A","2002",1.14403331081504,
"AUS","POP","TOT","AGRWTH","A","2003",1.15683288356473,
"AUS","POP","TOT","AGRWTH","A","2004",1.07493447126241,
"AUS","POP","TOT","AGRWTH","A","2005",1.22472986880568,
"AUS","POP","TOT","AGRWTH","A","2006",1.35859701348734,
"AUS","POP","TOT","AGRWTH","A","2007",1.84175163168332,
"AUS","POP","TOT","AGRWTH","A","2008",2.02412450158736,
"AUS","POP","TOT","AGRWTH","A","2009",2.08221495784382,
"AUS","POP","TOT","AGRWTH","A","2010",1.56787036930749,
"AUS","POP","TOT","AGRWTH","A","2011",1.39922611685409,
"AUS","POP","TOT","AGRWTH","A","2012",1.76114851085209,
"AUS","POP","TOT","AGRWTH","A","2013",1.73604859619948,
"AUS","POP","TOT","AGRWTH","A","2014",1.50274585549052,
"AUS","POP","TOT","AGRWTH","A","2015",1.44962323997688,
"AUS","POP","TOT","AGRWTH","A","2016",1.57420254748962,
"AUS","POP","TOT","AGRWTH","A","2017",1.69879120282675,
"AUS","POP","TOT","AGRWTH","A","2018",1.54796425961289,
"AUS","POP","TOT","AGRWTH","A","2019",1.53328977250166,
"AUS","POP","TOT","AGRWTH","A","2020",1.31022368946782,
"AUS","POP","MEN","MLN_PER","A","1950",4.1229,
"AUS","POP","MEN","MLN_PER","A","1951",4.2537,
"AUS","POP","MEN","MLN_PER","A","1952",4.3726,
"AUS","POP","MEN","MLN_PER","A","1953",4.4626,
"AUS","POP","MEN","MLN_PER","A","1954",4.5461,
"AUS","POP","MEN","MLN_PER","A","1955",4.6563,
"AUS","POP","MEN","MLN_PER","A","1956",4.776,
"AUS","POP","MEN","MLN_PER","A","1957",4.8823,
"AUS","POP","MEN","MLN_PER","A","1958",4.9766,
"AUS","POP","MEN","MLN_PER","A","1959",5.0802,
"AUS","POP","MEN","MLN_PER","A","1960",5.1923,
"AUS","POP","MEN","MLN_PER","A","1961",5.3123,
"AUS","POP","MEN","MLN_PER","A","1962",5.3992,
"AUS","POP","MEN","MLN_PER","A","1963",5.4999,
"AUS","POP","MEN","MLN_PER","A","1964",5.6052,
"AUS","POP","MEN","MLN_PER","A","1965",5.7145,
"AUS","POP","MEN","MLN_PER","A","1966",5.841588,
"AUS","POP","MEN","MLN_PER","A","1967",5.939321,
"AUS","POP","MEN","MLN_PER","A","1968",6.043235,
"AUS","POP","MEN","MLN_PER","A","1969",6.170191,
"AUS","POP","MEN","MLN_PER","A","1970",6.291977,
"AUS","POP","MEN","MLN_PER","A","1971",6.567936,
"AUS","POP","MEN","MLN_PER","A","1972",6.685153,
"AUS","POP","MEN","MLN_PER","A","1973",6.782848,
"AUS","POP","MEN","MLN_PER","A","1974",6.889668,
"AUS","POP","MEN","MLN_PER","A","1975",6.969181,
"AUS","POP","MEN","MLN_PER","A","1976",7.032034,
"AUS","POP","MEN","MLN_PER","A","1977",7.104702,
"AUS","POP","MEN","MLN_PER","A","1978",7.181293,
"AUS","POP","MEN","MLN_PER","A","1979",7.253762,
"AUS","POP","MEN","MLN_PER","A","1980",7.33806,
"AUS","POP","MEN","MLN_PER","A","1981",7.448267,
"AUS","POP","MEN","MLN_PER","A","1982",7.580914,
"AUS","POP","MEN","MLN_PER","A","1983",7.686346,
"AUS","POP","MEN","MLN_PER","A","1984",7.778212,
"AUS","POP","MEN","MLN_PER","A","1985",7.882728,
"AUS","POP","MEN","MLN_PER","A","1986",8.000187,
"AUS","POP","MEN","MLN_PER","A","1987",8.118255,
"AUS","POP","MEN","MLN_PER","A","1988",8.248945,
"AUS","POP","MEN","MLN_PER","A","1989",8.387589,
"AUS","POP","MEN","MLN_PER","A","1990",8.511269,
"AUS","POP","MEN","MLN_PER","A","1991",8.615409,
"AUS","POP","MEN","MLN_PER","A","1992",8.708256,
"AUS","POP","MEN","MLN_PER","A","1993",8.78198,
"AUS","POP","MEN","MLN_PER","A","1994",8.863677,
"AUS","POP","MEN","MLN_PER","A","1995",8.96043,
"AUS","POP","MEN","MLN_PER","A","1996",9.065324,
"AUS","POP","MEN","MLN_PER","A","1997",9.156177,
"AUS","POP","MEN","MLN_PER","A","1998",9.243143,
"AUS","POP","MEN","MLN_PER","A","1999",9.340109,
"AUS","POP","MEN","MLN_PER","A","2000",9.443465,
"AUS","POP","MEN","MLN_PER","A","2001",9.561826,
"AUS","POP","MEN","MLN_PER","A","2002",9.675483,
"AUS","POP","MEN","MLN_PER","A","2003",9.787597,
"AUS","POP","MEN","MLN_PER","A","2004",9.895951,
"AUS","POP","MEN","MLN_PER","A","2005",10.019633,
"AUS","POP","MEN","MLN_PER","A","2006",10.159424,
"AUS","POP","MEN","MLN_PER","A","2007",10.353636,
"AUS","POP","MEN","MLN_PER","A","2008",10.572045,
"AUS","POP","MEN","MLN_PER","A","2009",10.800797,
"AUS","POP","MEN","MLN_PER","A","2010",10.967831,
"AUS","POP","MEN","MLN_PER","A","2011",11.118234,
"AUS","POP","MEN","MLN_PER","A","2012",11.312979,
"AUS","POP","MEN","MLN_PER","A","2013",11.506165,
"AUS","POP","MEN","MLN_PER","A","2014",11.667886,
"AUS","POP","MEN","MLN_PER","A","2015",11.827652,
"AUS","POP","MEN","MLN_PER","A","2016",12.003039,
"AUS","POP","MEN","MLN_PER","A","2017",12.20377,
"AUS","POP","MEN","MLN_PER","A","2018",12.391042,
"AUS","POP","MEN","MLN_PER","A","2019",12.579377,
"AUS","POP","MEN","MLN_PER","A","2020",12.736391,
"AUS","POP","TOT","MLN_PER","A","1950",8.1787,
"AUS","POP","TOT","MLN_PER","A","1951",8.4217,
"AUS","POP","TOT","MLN_PER","A","1952",8.6365,
"AUS","POP","TOT","MLN_PER","A","1953",8.8153,
"AUS","POP","TOT","MLN_PER","A","1954",8.9865,
"AUS","POP","TOT","MLN_PER","A","1955",9.1997,
"AUS","POP","TOT","MLN_PER","A","1956",9.4255,
"AUS","POP","TOT","MLN_PER","A","1957",9.6402,
"AUS","POP","TOT","MLN_PER","A","1958",9.8424,
"AUS","POP","TOT","MLN_PER","A","1959",10.0564,
"AUS","POP","TOT","MLN_PER","A","1960",10.275,
"AUS","POP","TOT","MLN_PER","A","1961",10.5082,
"AUS","POP","TOT","MLN_PER","A","1962",10.7005,
"AUS","POP","TOT","MLN_PER","A","1963",10.9069,
"AUS","POP","TOT","MLN_PER","A","1964",11.1216,
"AUS","POP","TOT","MLN_PER","A","1965",11.3409,
"AUS","POP","TOT","MLN_PER","A","1966",11.599498,
"AUS","POP","TOT","MLN_PER","A","1967",11.799078,
"AUS","POP","TOT","MLN_PER","A","1968",12.008635,
"AUS","POP","TOT","MLN_PER","A","1969",12.263014,
"AUS","POP","TOT","MLN_PER","A","1970",12.507349,
"AUS","POP","TOT","MLN_PER","A","1971",13.067265,
"AUS","POP","TOT","MLN_PER","A","1972",13.303664,
"AUS","POP","TOT","MLN_PER","A","1973",13.504538,
"AUS","POP","TOT","MLN_PER","A","1974",13.722571,
"AUS","POP","TOT","MLN_PER","A","1975",13.892995,
"AUS","POP","TOT","MLN_PER","A","1976",14.033083,
"AUS","POP","TOT","MLN_PER","A","1977",14.192234,
"AUS","POP","TOT","MLN_PER","A","1978",14.359255,
"AUS","POP","TOT","MLN_PER","A","1979",14.515729,
"AUS","POP","TOT","MLN_PER","A","1980",14.695356,
"AUS","POP","TOT","MLN_PER","A","1981",14.92326,
"AUS","POP","TOT","MLN_PER","A","1982",15.184247,
"AUS","POP","TOT","MLN_PER","A","1983",15.393472,
"AUS","POP","TOT","MLN_PER","A","1984",15.579391,
"AUS","POP","TOT","MLN_PER","A","1985",15.788312,
"AUS","POP","TOT","MLN_PER","A","1986",16.01835,
"AUS","POP","TOT","MLN_PER","A","1987",16.263874,
"AUS","POP","TOT","MLN_PER","A","1988",16.532164,
"AUS","POP","TOT","MLN_PER","A","1989",16.814416,
"AUS","POP","TOT","MLN_PER","A","1990",17.065128,
"AUS","POP","TOT","MLN_PER","A","1991",17.284036,
"AUS","POP","TOT","MLN_PER","A","1992",17.478635,
"AUS","POP","TOT","MLN_PER","A","1993",17.634808,
"AUS","POP","TOT","MLN_PER","A","1994",17.805468,
"AUS","POP","TOT","MLN_PER","A","1995",18.004882,
"AUS","POP","TOT","MLN_PER","A","1996",18.224767,
"AUS","POP","TOT","MLN_PER","A","1997",18.423037,
"AUS","POP","TOT","MLN_PER","A","1998",18.607584,
"AUS","POP","TOT","MLN_PER","A","1999",18.812264,
"AUS","POP","TOT","MLN_PER","A","2000",19.028802,
"AUS","POP","TOT","MLN_PER","A","2001",19.274701,
"AUS","POP","TOT","MLN_PER","A","2002",19.49521,
"AUS","POP","TOT","MLN_PER","A","2003",19.720737,
"AUS","POP","TOT","MLN_PER","A","2004",19.932722,
"AUS","POP","TOT","MLN_PER","A","2005",20.176844,
"AUS","POP","TOT","MLN_PER","A","2006",20.450966,
"AUS","POP","TOT","MLN_PER","A","2007",20.827622,
"AUS","POP","TOT","MLN_PER","A","2008",21.249199,
"AUS","POP","TOT","MLN_PER","A","2009",21.691653,
"AUS","POP","TOT","MLN_PER","A","2010",22.03175,
"AUS","POP","TOT","MLN_PER","A","2011",22.340024,
"AUS","POP","TOT","MLN_PER","A","2012",22.733465,
"AUS","POP","TOT","MLN_PER","A","2013",23.128129,
"AUS","POP","TOT","MLN_PER","A","2014",23.475686,
"AUS","POP","TOT","MLN_PER","A","2015",23.815995,
"AUS","POP","TOT","MLN_PER","A","2016",24.190907,
"AUS","POP","TOT","MLN_PER","A","2017",24.60186,
"AUS","POP","TOT","MLN_PER","A","2018",24.982688,
"AUS","POP","TOT","MLN_PER","A","2019",25.365745,
"AUS","POP","TOT","MLN_PER","A","2020",25.698093,
"AUS","POP","WOMEN","MLN_PER","A","1950",4055.8,
"AUS","POP","WOMEN","MLN_PER","A","1951",4168,
"AUS","POP","WOMEN","MLN_PER","A","1952",4263.9,
"AUS","POP","WOMEN","MLN_PER","A","1953",4352.7,
"AUS","POP","WOMEN","MLN_PER","A","1954",4440.4,
"AUS","POP","WOMEN","MLN_PER","A","1955",4543.4,
"AUS","POP","WOMEN","MLN_PER","A","1956",4649.5,
"AUS","POP","WOMEN","MLN_PER","A","1957",4757.9,
"AUS","POP","WOMEN","MLN_PER","A","1958",4865.8,
"AUS","POP","WOMEN","MLN_PER","A","1959",4976.2,
"AUS","POP","WOMEN","MLN_PER","A","1960",5082.7,
"AUS","POP","WOMEN","MLN_PER","A","1961",5195.9,
"AUS","POP","WOMEN","MLN_PER","A","1962",5301.3,
"AUS","POP","WOMEN","MLN_PER","A","1963",5407,
"AUS","POP","WOMEN","MLN_PER","A","1964",5516.4,
"AUS","POP","WOMEN","MLN_PER","A","1965",5626.4,
"AUS","POP","WOMEN","MLN_PER","A","1966",5757.91,
"AUS","POP","WOMEN","MLN_PER","A","1967",5859.757,
"AUS","POP","WOMEN","MLN_PER","A","1968",5965.4,
"AUS","POP","WOMEN","MLN_PER","A","1969",6092.823,
"AUS","POP","WOMEN","MLN_PER","A","1970",6215.372,
"AUS","POP","WOMEN","MLN_PER","A","1971",6499.329,
"AUS","POP","WOMEN","MLN_PER","A","1972",6618.511,
"AUS","POP","WOMEN","MLN_PER","A","1973",6721.69,
"AUS","POP","WOMEN","MLN_PER","A","1974",6832.903,
"AUS","POP","WOMEN","MLN_PER","A","1975",6923.814,
"AUS","POP","WOMEN","MLN_PER","A","1976",7001.049,
"AUS","POP","WOMEN","MLN_PER","A","1977",7087.532,
"AUS","POP","WOMEN","MLN_PER","A","1978",7177.962,
"AUS","POP","WOMEN","MLN_PER","A","1979",7261.967,
"AUS","POP","WOMEN","MLN_PER","A","1980",7357.296,
"AUS","POP","WOMEN","MLN_PER","A","1981",7474.993,
"AUS","POP","WOMEN","MLN_PER","A","1982",7603.333,
"AUS","POP","WOMEN","MLN_PER","A","1983",7707.126,
"AUS","POP","WOMEN","MLN_PER","A","1984",7801.179,
"AUS","POP","WOMEN","MLN_PER","A","1985",7905.584,
"AUS","POP","WOMEN","MLN_PER","A","1986",8018.163,
"AUS","POP","WOMEN","MLN_PER","A","1987",8145.619,
"AUS","POP","WOMEN","MLN_PER","A","1988",8283.219,
"AUS","POP","WOMEN","MLN_PER","A","1989",8426.827,
"AUS","POP","WOMEN","MLN_PER","A","1990",8553.859,
"AUS","POP","WOMEN","MLN_PER","A","1991",8668.627,
"AUS","POP","WOMEN","MLN_PER","A","1992",8770.379,
"AUS","POP","WOMEN","MLN_PER","A","1993",8852.828,
"AUS","POP","WOMEN","MLN_PER","A","1994",8941.791,
"AUS","POP","WOMEN","MLN_PER","A","1995",9044.452,
"AUS","POP","WOMEN","MLN_PER","A","1996",9159.443,
"AUS","POP","WOMEN","MLN_PER","A","1997",9266.86,
"AUS","POP","WOMEN","MLN_PER","A","1998",9364.441,
"AUS","POP","WOMEN","MLN_PER","A","1999",9472.155,
"AUS","POP","WOMEN","MLN_PER","A","2000",9585.337,
"AUS","POP","WOMEN","MLN_PER","A","2001",9712.875,
"AUS","POP","WOMEN","MLN_PER","A","2002",9819.727,
"AUS","POP","WOMEN","MLN_PER","A","2003",9933.14,
"AUS","POP","WOMEN","MLN_PER","A","2004",10036.771,
"AUS","POP","WOMEN","MLN_PER","A","2005",10157.211,
"AUS","POP","WOMEN","MLN_PER","A","2006",10291.542,
"AUS","POP","WOMEN","MLN_PER","A","2007",10473.986,
"AUS","POP","WOMEN","MLN_PER","A","2008",10677.154,
"AUS","POP","WOMEN","MLN_PER","A","2009",10890.856,
"AUS","POP","WOMEN","MLN_PER","A","2010",11063.919,
"AUS","POP","WOMEN","MLN_PER","A","2011",11221.79,
"AUS","POP","WOMEN","MLN_PER","A","2012",11420.486,
"AUS","POP","WOMEN","MLN_PER","A","2013",11621.964,
"AUS","POP","WOMEN","MLN_PER","A","2014",11807.8,
"AUS","POP","WOMEN","MLN_PER","A","2015",11988.343,
"AUS","POP","WOMEN","MLN_PER","A","2016",12187.868,
"AUS","POP","WOMEN","MLN_PER","A","2017",12398.09,
"AUS","POP","WOMEN","MLN_PER","A","2018",12591.646,
"AUS","POP","WOMEN","MLN_PER","A","2019",12786.368,
"AUS","POP","WOMEN","MLN_PER","A","2020",12961.702,
"AUT","POP","TOT","AGRWTH","A","1951",0.0050612103646667,
"AUT","POP","TOT","AGRWTH","A","1952",-0.110720989882273,
"AUT","POP","TOT","AGRWTH","A","1953",0.0680016605627321,
"AUT","POP","TOT","AGRWTH","A","1954",0.111446360560855,
"AUT","POP","TOT","AGRWTH","A","1955",0.0961930685372732,
"AUT","POP","TOT","AGRWTH","A","1956",0.0787979072634713,
"AUT","POP","TOT","AGRWTH","A","1957",0.194193078924722,
"AUT","POP","TOT","AGRWTH","A","1958",0.308619466943062,
"AUT","POP","TOT","AGRWTH","A","1959",0.386025733904002,
"AUT","POP","TOT","AGRWTH","A","1960",0.473430751984758,
"AUT","POP","TOT","AGRWTH","A","1961",0.549979219696408,
"AUT","POP","TOT","AGRWTH","A","1962",0.614777897461002,
"AUT","POP","TOT","AGRWTH","A","1963",0.644430244391758,
"AUT","POP","TOT","AGRWTH","A","1964",0.668774581716269,
"AUT","POP","TOT","AGRWTH","A","1965",0.651845198947202,
"AUT","POP","TOT","AGRWTH","A","1966",0.703861659832793,
"AUT","POP","TOT","AGRWTH","A","1967",0.750225414520984,
"AUT","POP","TOT","AGRWTH","A","1968",0.520604722950989,
"AUT","POP","TOT","AGRWTH","A","1969",0.345928602936347,
"AUT","POP","TOT","AGRWTH","A","1970",0.349829426069287,
"AUT","POP","TOT","AGRWTH","A","1971",0.447242739671138,
"AUT","POP","TOT","AGRWTH","A","1972",0.582882540082091,
"AUT","POP","TOT","AGRWTH","A","1973",0.555579046740669,
"AUT","POP","TOT","AGRWTH","A","1974",0.17035069993007,
"AUT","POP","TOT","AGRWTH","A","1975",-0.26496774986518,
"AUT","POP","TOT","AGRWTH","A","1976",-0.176516311133683,
"AUT","POP","TOT","AGRWTH","A","1977",0.0383978639948979,
"AUT","POP","TOT","AGRWTH","A","1978",-0.08092827706671,
"AUT","POP","TOT","AGRWTH","A","1979",-0.170318441268899,
"AUT","POP","TOT","AGRWTH","A","1980",0.000105968335336797,
"AUT","POP","TOT","AGRWTH","A","1981",0.255343679452483,
"AUT","POP","TOT","AGRWTH","A","1982",0.0717427408369458,
"AUT","POP","TOT","AGRWTH","A","1983",-0.161470477176287,
"AUT","POP","TOT","AGRWTH","A","1984",-0.00629470596714322,
"AUT","POP","TOT","AGRWTH","A","1985",0.046948766596389,
"AUT","POP","TOT","AGRWTH","A","1986",0.0635824213243544,
"AUT","POP","TOT","AGRWTH","A","1987",0.0633042325854574,
"AUT","POP","TOT","AGRWTH","A","1988",0.141671109153688,
"AUT","POP","TOT","AGRWTH","A","1989",0.4515170559121,
"AUT","POP","TOT","AGRWTH","A","1990",0.764925456384261,
"AUT","POP","TOT","AGRWTH","A","1991",1.00341892587117,
"AUT","POP","TOT","AGRWTH","A","1992",1.10663064123016,
"AUT","POP","TOT","AGRWTH","A","1993",0.82802460848885,
"AUT","POP","TOT","AGRWTH","A","1994",0.385623818563778,
"AUT","POP","TOT","AGRWTH","A","1995",0.153223528178386,
"AUT","POP","TOT","AGRWTH","A","1996",0.135098445222978,
"AUT","POP","TOT","AGRWTH","A","1997",0.11339341446229,
"AUT","POP","TOT","AGRWTH","A","1998",0.109788591700269,
"AUT","POP","TOT","AGRWTH","A","1999",0.194740013807561,
"AUT","POP","TOT","AGRWTH","A","2000",0.240768547517411,
"AUT","POP","TOT","AGRWTH","A","2001",0.383533007154906,
"AUT","POP","TOT","AGRWTH","A","2002",0.495231894684762,
"AUT","POP","TOT","AGRWTH","A","2003",0.44696188042718,
"AUT","POP","TOT","AGRWTH","A","2004",0.630628910558871,
"AUT","POP","TOT","AGRWTH","A","2005",0.683486177328412,
"AUT","POP","TOT","AGRWTH","A","2006",0.518766660531109,
"AUT","POP","TOT","AGRWTH","A","2007",0.32947715684714,
"AUT","POP","TOT","AGRWTH","A","2008",0.317678114386544,
"AUT","POP","TOT","AGRWTH","A","2009",0.239643114178011,
"AUT","POP","TOT","AGRWTH","A","2010",0.234802372671622,
"AUT","POP","TOT","AGRWTH","A","2011",0.328486704271906,
"AUT","POP","TOT","AGRWTH","A","2012",0.450340905812625,
"AUT","POP","TOT","AGRWTH","A","2013",0.60428579006875,
"AUT","POP","TOT","AGRWTH","A","2014",0.786837209796124,
"AUT","POP","TOT","AGRWTH","A","2015",1.00172847817609,
"AUT","POP","TOT","AGRWTH","A","2016",1.2780202465514,
"AUT","POP","TOT","AGRWTH","A","2017",0.632359574114116,
"AUT","POP","TOT","AGRWTH","A","2018",0.484748676901261,
"AUT","POP","TOT","AGRWTH","A","2019",0.451814028231531,
"AUT","POP","TOT","AGRWTH","A","2020",0.441649055936844,
"AUT","POP","MEN","MLN_PER","A","1950",3.217817,
"AUT","POP","MEN","MLN_PER","A","1951",3.217597,
"AUT","POP","MEN","MLN_PER","A","1952",3.214725,
"AUT","POP","MEN","MLN_PER","A","1953",3.218332,
"AUT","POP","MEN","MLN_PER","A","1954",3.223351,
"AUT","POP","MEN","MLN_PER","A","1955",3.227687,
"AUT","POP","MEN","MLN_PER","A","1956",3.2313,
"AUT","POP","MEN","MLN_PER","A","1957",3.23899,
"AUT","POP","MEN","MLN_PER","A","1958",3.250595,
"AUT","POP","MEN","MLN_PER","A","1959",3.264936,
"AUT","POP","MEN","MLN_PER","A","1960",3.282407,
"AUT","POP","MEN","MLN_PER","A","1961",3.302685,
"AUT","POP","MEN","MLN_PER","A","1962",3.325704,
"AUT","POP","MEN","MLN_PER","A","1963",3.350508,
"AUT","POP","MEN","MLN_PER","A","1964",3.376714,
"AUT","POP","MEN","MLN_PER","A","1965",3.403729,
"AUT","POP","MEN","MLN_PER","A","1966",3.433887,
"AUT","POP","MEN","MLN_PER","A","1967",3.465919,
"AUT","POP","MEN","MLN_PER","A","1968",3.487878,
"AUT","POP","MEN","MLN_PER","A","1969",3.502561,
"AUT","POP","MEN","MLN_PER","A","1970",3.51803,
"AUT","POP","MEN","MLN_PER","A","1971",3.537529,
"AUT","POP","MEN","MLN_PER","A","1972",3.562828,
"AUT","POP","MEN","MLN_PER","A","1973",3.587591,
"AUT","POP","MEN","MLN_PER","A","1974",3.594198,
"AUT","POP","MEN","MLN_PER","A","1975",3.580801,
"AUT","POP","MEN","MLN_PER","A","1976",3.572858,
"AUT","POP","MEN","MLN_PER","A","1977",3.57508,
"AUT","POP","MEN","MLN_PER","A","1978",3.572498,
"AUT","POP","MEN","MLN_PER","A","1979",3.56607,
"AUT","POP","MEN","MLN_PER","A","1980",3.567181,
"AUT","POP","MEN","MLN_PER","A","1981",3.580233,
"AUT","POP","MEN","MLN_PER","A","1982",3.586437,
"AUT","POP","MEN","MLN_PER","A","1983",3.583006,
"AUT","POP","MEN","MLN_PER","A","1984",3.58577,
"AUT","POP","MEN","MLN_PER","A","1985",3.591249,
"AUT","POP","MEN","MLN_PER","A","1986",3.598289,
"AUT","POP","MEN","MLN_PER","A","1987",3.605456,
"AUT","POP","MEN","MLN_PER","A","1988",3.615922,
"AUT","POP","MEN","MLN_PER","A","1989",3.639026,
"AUT","POP","MEN","MLN_PER","A","1990",3.675559,
"AUT","POP","MEN","MLN_PER","A","1991",3.721375,
"AUT","POP","MEN","MLN_PER","A","1992",3.769898,
"AUT","POP","MEN","MLN_PER","A","1993",3.807067,
"AUT","POP","MEN","MLN_PER","A","1994",3.826045,
"AUT","POP","MEN","MLN_PER","A","1995",3.834075,
"AUT","POP","MEN","MLN_PER","A","1996",3.840484,
"AUT","POP","MEN","MLN_PER","A","1997",3.846162,
"AUT","POP","MEN","MLN_PER","A","1998",3.852166,
"AUT","POP","MEN","MLN_PER","A","1999",3.86218,
"AUT","POP","MEN","MLN_PER","A","2000",3.874717,
"AUT","POP","MEN","MLN_PER","A","2001",3.89392,
"AUT","POP","MEN","MLN_PER","A","2002",3.91894,
"AUT","POP","MEN","MLN_PER","A","2003",3.940285,
"AUT","POP","MEN","MLN_PER","A","2004",3.967701,
"AUT","POP","MEN","MLN_PER","A","2005",3.998952,
"AUT","POP","MEN","MLN_PER","A","2006",4.022516,
"AUT","POP","MEN","MLN_PER","A","2007",4.036548,
"AUT","POP","MEN","MLN_PER","A","2008",4.050215,
"AUT","POP","MEN","MLN_PER","A","2009",4.061195,
"AUT","POP","MEN","MLN_PER","A","2010",4.071773,
"AUT","POP","MEN","MLN_PER","A","2011",4.087188,
"AUT","POP","MEN","MLN_PER","A","2012",4.109431,
"AUT","POP","MEN","MLN_PER","A","2013",4.138693,
"AUT","POP","MEN","MLN_PER","A","2014",4.17655,
"AUT","POP","MEN","MLN_PER","A","2015",4.229076,
"AUT","POP","MEN","MLN_PER","A","2016",4.295164,
"AUT","POP","MEN","MLN_PER","A","2017",4.324737,
"AUT","POP","MEN","MLN_PER","A","2018",4.346748,
"AUT","POP","MEN","MLN_PER","A","2019",4.367291,
"AUT","POP","MEN","MLN_PER","A","2020",4.38812,
"AUT","POP","TOT","MLN_PER","A","1950",6.9351,
"AUT","POP","TOT","MLN_PER","A","1951",6.935451,
"AUT","POP","TOT","MLN_PER","A","1952",6.927772,
"AUT","POP","TOT","MLN_PER","A","1953",6.932483,
"AUT","POP","TOT","MLN_PER","A","1954",6.940209,
"AUT","POP","TOT","MLN_PER","A","1955",6.946885,
"AUT","POP","TOT","MLN_PER","A","1956",6.952359,
"AUT","POP","TOT","MLN_PER","A","1957",6.96586,
"AUT","POP","TOT","MLN_PER","A","1958",6.987358,
"AUT","POP","TOT","MLN_PER","A","1959",7.014331,
"AUT","POP","TOT","MLN_PER","A","1960",7.047539,
"AUT","POP","TOT","MLN_PER","A","1961",7.086299,
"AUT","POP","TOT","MLN_PER","A","1962",7.129864,
"AUT","POP","TOT","MLN_PER","A","1963",7.175811,
"AUT","POP","TOT","MLN_PER","A","1964",7.223801,
"AUT","POP","TOT","MLN_PER","A","1965",7.270889,
"AUT","POP","TOT","MLN_PER","A","1966",7.322066,
"AUT","POP","TOT","MLN_PER","A","1967",7.376998,
"AUT","POP","TOT","MLN_PER","A","1968",7.415403,
"AUT","POP","TOT","MLN_PER","A","1969",7.441055,
"AUT","POP","TOT","MLN_PER","A","1970",7.467086,
